Tiempo,NúmeroJoints,G_parcial
3.915219783782959,7,109.64264547733464
3.925931930541992,7,770.3399769592145
3.9366636276245117,7,530.1431319574641
3.9473252296447754,7,392.94932854715285
3.958016872406006,7,422.18779979382555
3.9686944484710693,7,402.6734676693852
3.979355812072754,7,384.0571076927842
3.9900636672973633,7,374.1753256506937
4.00074315071106,7,364.85099587732395
4.0113465785980225,7,356.5589029641996
4.022036552429199,7,351.279032336907
4.032693386077881,7,347.83541166561787
4.043333292007446,7,346.9711941538828
4.054022550582886,7,346.23747846223404
4.0647053718566895,7,346.26506039598837
4.07541561126709,7,346.77664582989473
4.085958957672119,7,346.95674520667586
4.096493721008301,7,347.22847433991836
4.107104063034058,7,347.3373311109136
4.11770224571228,7,347.46936269946764
4.128368616104126,7,347.57254158261856
4.13904881477356,7,347.6621942279274
4.1497204303741455,7,347.7646640116079
4.160429239273071,7,347.6707584977483
4.171142816543579,7,348.1605290312357
4.181936264038086,7,354.9880901566918
4.192904233932495,7,804.1111603524826
4.2038397789001465,7,508.9470934471107
4.214666366577148,7,525.4805532403426
4.2254908084869385,7,498.5616560215389
4.236323595046997,7,447.5505873353365
4.247135877609253,7,442.49466796709237
4.257976293563843,7,800.2289915861721
4.26885461807251,7,463.80020954089827
4.279633522033691,7,468.4284072281439
4.290319442749023,7,462.9999986767298
4.301095962524414,7,458.9527120889041
4.3118531703948975,7,455.7476417149613
4.322622537612915,7,614.2154236968269
4.33338189125061,7,865.1026887763528
4.3441407680511475,7,444.7361830028442
4.3548970222473145,7,443.13108611925765
4.365681886672974,7,442.4899593823661
4.376442193984985,7,845.1887389292093
4.38718581199646,7,465.6055998222147
4.397954702377319,7,464.4563525017652
4.408791780471802,7,466.0185933454466
4.419585227966309,7,680.2980072873772
4.430341005325317,7,792.4069830041683
4.441073656082153,7,582.240038787242
4.451796531677246,7,636.6455465126635
4.46251368522644,7,1048.0626748200493
4.473246097564697,7,1214.8340357979746
4.483920097351074,7,1482.5424155188632
4.49468207359314,7,1490.994574210919
4.505414247512817,7,471.93027547749017
4.516134262084961,7,473.2001754890287
4.526845932006836,7,1669.5534325831707
4.537614107131958,7,757.383450393871
4.548271656036377,7,455.33987187209505
4.558929920196533,7,2127.9308483470218
4.56972074508667,7,1486.8543908102042
4.580484390258789,7,553.7439318241658
4.591311931610107,7,460.8582396765304
4.602205753326416,7,446.08462456550376
4.613107442855835,7,537.9467592523906
4.623965740203857,7,876.9884394997612
4.6348042488098145,7,467.53346028241754
4.64566707611084,7,569.7141722377307
4.656515836715698,7,752.828921768156
4.667403697967529,7,473.22681989118854
4.678269863128662,7,722.224377126627
4.689110040664673,7,493.220706761258
4.699882745742798,7,597.8359876828158
4.710635423660278,7,455.0049513672802
4.721394062042236,7,454.0073050801341
4.732183218002319,7,448.7706638681673
4.74286675453186,7,468.36357263228615
4.753649950027466,7,1069.3470862881265
4.764406681060791,7,961.7768290172716
4.775250434875488,7,1464.5315675634909
4.786083221435547,7,1428.5958385508181
4.796756982803345,7,1441.9036469505465
4.807634353637695,7,1549.7797085985053
4.818466663360596,7,1188.6638963897979
4.829281568527222,7,1151.5530281317801
4.84013819694519,7,1088.7441734382403
4.851036787033081,7,1109.224102109373
4.86190128326416,7,1095.6355528478016
4.872719049453735,7,1159.8329698674675
4.883508205413818,7,1169.046370461992
4.894323110580444,7,1076.635559810256
4.905128717422485,7,1116.7687206868804
4.9158995151519775,7,1090.420791282728
4.926697492599487,7,1015.8347029618012
4.9375529289245605,7,1013.3149164281738
4.9483323097229,7,1006.8091850538101
4.959199666976929,7,994.0730900169476
4.970269441604614,7,2102.9183659894516
4.9813501834869385,7,2089.162360425227
4.992425203323364,7,2074.8264581929775
5.003582954406738,7,2063.3640742973207
5.014654159545898,7,2053.655316269
5.025694847106934,7,2204.8453554384478
5.036792039871216,7,2054.4893069169793
5.047687768936157,7,2059.8142508605506
5.058769464492798,7,2181.2110236382714
5.069809436798096,7,2098.3354906846107
5.080749273300171,7,2038.1895962015594
5.091757535934448,7,1971.852526446952
5.102722406387329,7,2000.5830564418884
5.11371111869812,7,1942.2790995885484
5.124698162078857,7,2014.2435082847076
5.135582447052002,7,1986.1812522873595
5.146573543548584,7,1876.2965282201583
5.1575446128845215,7,1864.8187701994193
5.168584108352661,7,1853.210563946842
5.179580211639404,7,1867.6457657859842
5.190593004226685,7,1848.951011715257
5.201654672622681,7,2008.3651630976985
5.21272873878479,7,2019.3813539460625
5.223765850067139,7,1934.0715695529336
5.234838962554932,7,1767.2596753056264
5.24586820602417,7,1856.1176648866594
5.256829023361206,7,1974.249046506228
5.267809152603149,7,2268.212914039821
5.278822183609009,7,2104.5682154832984
5.28984260559082,7,2137.4831288209375
5.300807476043701,7,2154.7596392215123
5.311725378036499,7,2190.276628951782
5.3227455615997314,7,2231.2320499882267
5.333619832992554,7,2187.928205639342
5.344494581222534,7,2544.891785192525
5.355467081069946,7,2872.636882835153
5.366455793380737,7,2827.705754053293
5.377414226531982,7,2829.974811310203
5.388333320617676,7,2732.195417212581
5.399303197860718,7,2752.3454436062643
5.41014289855957,7,2818.060600137963
5.420992374420166,7,2794.02255092031
5.431928634643555,7,2747.2081664433117
5.442913293838501,7,2668.425657477241
5.4538962841033936,7,2781.000739892901
5.464828252792358,7,2645.4141755656215
5.475767612457275,7,2587.3773974462465
5.486631393432617,7,2560.752497250633
5.497612953186035,7,2533.5071976319095
5.508570194244385,7,2518.9743666908425
5.519494295120239,7,2494.46287879777
5.5305047035217285,7,2476.7919463541393
5.5414512157440186,7,2442.4510234302684
5.552444934844971,7,2425.3822374998626
5.563270568847656,7,2407.207934804022
5.574114561080933,7,2391.2479207734737
5.585010051727295,7,2400.5624030328563
5.5958356857299805,7,2394.5843991312317
5.606738328933716,7,2386.547836887142
5.617609977722168,7,2363.9886351310815
5.628479957580566,7,2356.5670555186407
5.639343023300171,7,2361.56697823108
5.6502063274383545,7,2351.5937804163023
5.66115665435791,7,2339.401052539095
5.672116994857788,7,2327.460416708318
5.683032274246216,7,2312.5484548498553
5.693995952606201,7,2299.144976780792
5.7049241065979,7,2287.4714513369504
5.7158918380737305,7,2276.3014202298145
5.726899147033691,7,2265.80335872906
5.737903118133545,7,2255.540435834425
5.748812437057495,7,2246.7603488590653
5.7598161697387695,7,2244.317022973793
5.770745038986206,7,2244.8072560576024
5.781652450561523,7,2240.9257366811066
5.792654037475586,7,2237.958278054976
5.803666591644287,7,2234.9680313740682
5.8145763874053955,7,2232.231415623685
5.825496673583984,7,2229.299740087951
5.836306810379028,7,2226.4647982679453
5.847294569015503,7,2223.5802012261224
5.858209609985352,7,2220.5580836784798
5.869123697280884,7,2218.616566858457
5.8800976276397705,7,2217.1031153045005
5.891026258468628,7,2216.194927822072
5.90203857421875,7,2215.1160421482764
5.912943363189697,7,2214.012438338685
5.923861503601074,7,2212.949408168575
5.934883117675781,7,2276.8406299847356
5.945816278457642,7,2331.317122814671
5.956754446029663,7,2367.2015677021673
5.9677734375,7,2345.9271768477915
5.978745222091675,7,2267.8204086761048
5.989741802215576,7,2334.9277826967173
6.00067400932312,7,2328.66493496615
6.0116283893585205,7,2320.4145024664645
6.022634506225586,7,2246.444622601186
6.033567190170288,7,2280.0697425878434
6.04451847076416,7,2289.4132864981702
6.055537700653076,7,2306.957990542299
6.066470623016357,7,2258.169451053207
6.0773468017578125,7,2254.6129088846283
6.088316917419434,7,2310.7200560191077
6.099289894104004,7,2358.5414763755907
6.110279560089111,7,2276.263158458485
6.121232986450195,7,2309.432501722378
6.132222414016724,7,2345.723153644729
6.143259763717651,7,2346.8459784067636
6.1542418003082275,7,2314.9618315446037
6.1651530265808105,7,2259.0695729926606
6.1761133670806885,7,2141.785430219495
6.187020778656006,7,2165.388337933232
6.1980085372924805,7,2047.185412393332
6.208994626998901,7,2069.7526202467275
6.219955921173096,7,2044.37808799878
6.230988264083862,7,2046.067450228316
6.242013454437256,7,2008.9222321585898
6.25302529335022,7,2000.0304681114458
6.264017105102539,7,1995.030400633851
6.275047302246094,7,1990.049106004068
6.286022901535034,7,1982.0232940478245
6.2970592975616455,7,1972.4721670465174
6.3079869747161865,7,1962.4064494637528
6.318850040435791,7,1958.9526046518752
6.329847097396851,7,1958.0606032490787
6.340747594833374,7,1954.5151630531473
6.351707458496094,7,1952.0893228652549
6.362720251083374,7,1951.3012648895144
6.373712778091431,7,1963.262143131628
6.38469123840332,7,1976.08793867407
6.395600080490112,7,1987.9206091378637
6.406575679779053,7,1829.4753189272228
6.417493104934692,7,2849.1805431123066
6.428430080413818,7,2842.2685833588525
6.439390182495117,7,2734.5107182426855
6.450209856033325,7,2113.6847618455386
6.461180686950684,7,1907.0689378425193
6.472041845321655,7,1771.879571648202
6.482961416244507,7,1380.5397382306573
6.493812799453735,7,1500.6569427047423
6.504598617553711,7,1306.2243735220118
6.515470504760742,7,1416.8271626457908
6.526261806488037,7,1476.3741041047238
6.537194013595581,7,1472.086378140109
6.5481061935424805,7,1486.9695914701847
6.5590500831604,7,1479.7210509885417
6.569948434829712,7,1476.6031193493136
6.5809032917022705,7,2359.058922201519
6.591832876205444,7,1624.8425895994678
6.602789878845215,7,1518.5136396618655
6.613789319992065,7,1504.4019576047106
6.6247828006744385,7,1574.7473935864218
6.635700941085815,7,1561.5260593985138
6.646707057952881,7,1575.5258657922323
6.6577088832855225,7,1565.6300092461938
6.668646812438965,7,1616.2443206995965
6.679551601409912,7,1550.6359897538575
6.690502166748047,7,1468.7119704516597
6.701482772827148,7,1504.7058319635994
6.71247124671936,7,1483.6608224954075
6.723421096801758,7,1461.623724857678
6.734417676925659,7,1442.1908910937766
6.745293140411377,7,1513.0982463155456
6.7561163902282715,7,1529.0465208099226
6.766960859298706,7,1522.53528893934
6.777783393859863,7,1527.2622867204589
6.788665056228638,7,1544.7689860117264
6.799622058868408,7,1550.3690833383398
6.810490846633911,7,1554.2331523055366
6.821390628814697,7,1558.7344778680972
6.832283973693848,7,1571.109930882939
6.843246221542358,7,1575.220971539517
6.854190826416016,7,1580.1633730612652
6.865155220031738,7,1589.6655654785845
6.876094341278076,7,1596.047619063655
6.887006521224976,7,1598.4833707121506
6.89783501625061,7,1602.0451683467622
6.908818960189819,7,1607.9384477324165
6.919731616973877,7,1617.7651004465752
6.930706262588501,7,1624.0076347634092
6.941694259643555,7,1628.4007554916548
6.952604293823242,7,1631.457194335304
6.9635169506073,7,1528.252155842791
6.97443699836731,7,1509.9088639467027
6.985424280166626,7,1506.0490941796043
6.996352910995483,7,1505.7955812353061
7.007279396057129,7,1497.5788536296627
7.018216609954834,7,1488.4664636025104
7.02914023399353,7,1552.8381498952347
7.039989471435547,7,1520.3876847159613
7.050965309143066,7,1515.8608091314713
7.061913251876831,7,1508.6278362335265
7.0728418827056885,7,1499.3412415872563
7.083833694458008,7,1491.8891271074358
7.094756603240967,7,1485.5747683635836
7.105678558349609,7,1479.8152477412423
7.1165995597839355,7,1479.3541024792469
7.127504587173462,7,1475.9514169511283
7.13843297958374,7,1471.482115569042
7.149401426315308,7,1467.8759942989725
7.160369396209717,7,1464.7160300309913
7.17131495475769,7,1461.484106243522
7.1821935176849365,7,1458.3036578125389
7.193094253540039,7,1455.0826784556648
7.2040252685546875,7,1452.025304150362
7.215005159378052,7,1449.0146919403887
7.225924015045166,7,1446.0920118896668
7.236756801605225,7,1443.1778531938448
7.24767804145813,7,1440.3516626804062
7.258568048477173,7,1437.5098185661284
7.269521713256836,7,1434.758751849884
7.280494213104248,7,1432.0059581025514
7.291419267654419,7,1429.3207714032378
7.302396535873413,7,1426.5997426906324
7.313345670700073,7,1423.925272057925
7.3242151737213135,7,1421.2582132918587
7.335131645202637,7,1418.579878406292
7.346041917800903,7,1416.2239693250554
7.357012987136841,7,1414.3799303258313
7.367943286895752,7,1412.5610860436207
7.378852128982544,7,1410.8868882515708
7.3898093700408936,7,1409.2908045557817
7.400776147842407,7,1407.4444850674233
7.411766052246094,7,1405.768643520806
7.422762155532837,7,1404.7235378372266
7.43369197845459,7,1403.661928466657
7.444646120071411,7,1402.6032166996752
